component,carrier,location,bus_carrier,0
Generator,offwind-dc,SE1 0,AC,304362635.98519
Generator,oil primary,EU,oil primary,175.28484
Generator,onwind,AL0 0,AC,99512.19382
Generator,onwind,AT0 0,AC,3553015.90701
Generator,onwind,BA0 0,AC,152701.34615
Generator,onwind,BE0 0,AC,34616315.46222
Generator,onwind,BG0 0,AC,698462.97672
Generator,onwind,CH0 0,AC,23423.09555
Generator,onwind,CZ0 0,AC,463732.45424
Generator,onwind,DE0 0,AC,64159770.75075
Generator,onwind,DE0 1,AC,41403130.47682
Generator,onwind,DK0 0,AC,214279336.22639
Generator,onwind,DK1 0,AC,62924927.43659
Generator,onwind,EE0 0,AC,38769471.9449
Generator,onwind,ES0 0,AC,188897611.95928
Generator,onwind,ES6 0,AC,5912964.8387
Generator,onwind,FI1 0,AC,16337883.29497
Generator,onwind,FR0 0,AC,45197391.43591
Generator,onwind,FR5 0,AC,24042.03892
Generator,onwind,GB2 0,AC,775186241.62349
Generator,onwind,GB3 0,AC,60393717.2867
Generator,onwind,GR0 0,AC,12621800.73853
Generator,onwind,HR0 0,AC,912162.1802
Generator,onwind,HU0 0,AC,58476011.45189
Generator,onwind,IE3 0,AC,11235959.81061
Generator,onwind,IT0 0,AC,9440992.21519
Generator,onwind,IT4 0,AC,23781323.37743
Generator,onwind,LT0 0,AC,2211200.47688
Generator,onwind,LU0 0,AC,280821.59768
Generator,onwind,LV0 0,AC,260628.66581
Generator,onwind,ME0 0,AC,33730.98013
Generator,onwind,MK0 0,AC,13309.19127
Generator,onwind,NL0 0,AC,135325674.57906
Generator,onwind,NO1 0,AC,9483380.17405
Generator,onwind,PL0 0,AC,141247987.40325
Generator,onwind,PT0 0,AC,8070435.04669
Generator,onwind,RO0 0,AC,5894116.38502
Generator,onwind,RS0 0,AC,695667.02849
Generator,onwind,SE1 0,AC,31169980.9641
Generator,onwind,SI0 0,AC,3597.60873
Generator,onwind,SK0 0,AC,51281.51576
Generator,onwind,XK0 0,AC,39856.29715
Generator,residential rural solar thermal,AL0 0,residential rural heat,10422.43251
Generator,residential rural solar thermal,AT0 0,residential rural heat,2346.79498
Generator,residential rural solar thermal,BA0 0,residential rural heat,2529.03526
Generator,residential rural solar thermal,BE0 0,residential rural heat,690.40694
Generator,residential rural solar thermal,BG0 0,residential rural heat,2540.45598
Generator,residential rural solar thermal,CH0 0,residential rural heat,2511.04818
Generator,residential rural solar thermal,CZ0 0,residential rural heat,1160.71144
Generator,residential rural solar thermal,DE0 0,residential rural heat,1330.7468
Generator,residential rural solar thermal,DE0 1,residential rural heat,1873.89231
Generator,residential rural solar thermal,DK0 0,residential rural heat,730.49696
Generator,residential rural solar thermal,DK1 0,residential rural heat,729.21215
Generator,residential rural solar thermal,EE0 0,residential rural heat,1061.52114
Generator,residential rural solar thermal,ES0 0,residential rural heat,15806.73734
Generator,residential rural solar thermal,ES6 0,residential rural heat,1448.84268
Generator,residential rural solar thermal,FI1 0,residential rural heat,292.19598
Generator,residential rural solar thermal,FR0 0,residential rural heat,3639.42117
Generator,residential rural solar thermal,FR5 0,residential rural heat,2960.11132
Generator,residential rural solar thermal,GB2 0,residential rural heat,1295.53763
Generator,residential rural solar thermal,GB3 0,residential rural heat,719.98148
Generator,residential rural solar thermal,GR0 0,residential rural heat,5583.32213
Generator,residential rural solar thermal,HR0 0,residential rural heat,2370.9758
Generator,residential rural solar thermal,HU0 0,residential rural heat,2018.06389
